tx_id,gene_id,gene_name,gene_biotype
ENSGALT00010000057,ENSGALG00010000044,MAP1A,protein_coding
ENSGALT00010000058,ENSGALG00010000044,MAP1A,protein_coding
ENSGALT00010000059,ENSGALG00010000045,TP53BP1,protein_coding
ENSGALT00010000060,ENSGALG00010000046,TUBGCP4,protein_coding
ENSGALT00010000061,ENSGALG00010000046,TUBGCP4,protein_coding
ENSGALT00010000062,ENSGALG00010000046,TUBGCP4,protein_coding
ENSGALT00010000063,ENSGALG00010000046,TUBGCP4,protein_coding
ENSGALT00010000064,ENSGALG00010000047,IQGAP3,protein_coding
ENSGALT00010000065,ENSGALG00010000047,IQGAP3,protein_coding
ENSGALT00010000066,ENSGALG00010000047,IQGAP3,protein_coding
ENSGALT00010000067,ENSGALG00010000047,IQGAP3,protein_coding
ENSGALT00010000068,ENSGALG00010000048,MAN2A2,protein_coding
ENSGALT00010000069,ENSGALG00010000048,MAN2A2,protein_coding
ENSGALT00010000070,ENSGALG00010000048,MAN2A2,protein_coding
ENSGALT00010000071,ENSGALG00010000048,MAN2A2,protein_coding
ENSGALT00010000072,ENSGALG00010000049,FES,protein_coding
ENSGALT00010000073,ENSGALG00010000050,CIB1,protein_coding
ENSGALT00010000074,ENSGALG00010000050,CIB1,protein_coding
ENSGALT00010000075,ENSGALG00010000050,CIB1,protein_coding
ENSGALT00010000076,ENSGALG00010000051,GDPGP1,protein_coding
ENSGALT00010000077,ENSGALG00010000052,TTLL6,protein_coding
ENSGALT00010000078,ENSGALG00010000053,HDDC3,protein_coding
ENSGALT00010000079,ENSGALG00010000053,HDDC3,protein_coding
ENSGALT00010000080,ENSGALG00010000054,VPS33B,protein_coding
ENSGALT00010000081,ENSGALG00010000054,VPS33B,protein_coding
ENSGALT00010000082,ENSGALG00010000054,VPS33B,protein_coding
ENSGALT00010000083,ENSGALG00010000054,VPS33B,protein_coding
ENSGALT00010000084,ENSGALG00010000054,VPS33B,protein_coding
ENSGALT00010000085,ENSGALG00010000054,VPS33B,protein_coding
ENSGALT00010000086,ENSGALG00010000055,PRC1,protein_coding
ENSGALT00010000087,ENSGALG00010000055,PRC1,protein_coding
ENSGALT00010000088,ENSGALG00010000055,PRC1,protein_coding
ENSGALT00010000089,ENSGALG00010000056,UNC45A,protein_coding
ENSGALT00010000090,ENSGALG00010000056,UNC45A,protein_coding
ENSGALT00010000091,ENSGALG00010000056,UNC45A,protein_coding
ENSGALT00010000092,ENSGALG00010000057,,protein_coding
ENSGALT00010000093,ENSGALG00010000058,FURIN,protein_coding
ENSGALT00010000094,ENSGALG00010000059,MFAP1,protein_coding
ENSGALT00010000095,ENSGALG00010000059,MFAP1,protein_coding
ENSGALT00010000096,ENSGALG00010000060,HYPK,protein_coding
ENSGALT00010000097,ENSGALG00010000060,HYPK,protein_coding
ENSGALT00010000098,ENSGALG00010000061,SERINC4,protein_coding
ENSGALT00010000099,ENSGALG00010000062,,protein_coding
ENSGALT00010000100,ENSGALG00010000063,SERF2,protein_coding
ENSGALT00010000101,ENSGALG00010000064,,lncRNA
ENSGALT00010000102,ENSGALG00010000065,,lncRNA
ENSGALT00010000103,ENSGALG00010000065,,lncRNA
ENSGALT00010000104,ENSGALG00010000065,,lncRNA
ENSGALT00010000105,ENSGALG00010000065,,lncRNA
ENSGALT00010000106,ENSGALG00010000065,,lncRNA
ENSGALT00010000107,ENSGALG00010000066,gga-mir-12218,miRNA
ENSGALT00010000108,ENSGALG00010000067,,lncRNA
ENSGALT00010000109,ENSGALG00010000068,,lncRNA
ENSGALT00010000110,ENSGALG00010000068,,lncRNA
ENSGALT00010000111,ENSGALG00010000068,,lncRNA
ENSGALT00010000112,ENSGALG00010000068,,lncRNA
ENSGALT00010000113,ENSGALG00010000070,,lncRNA
ENSGALT00010000114,ENSGALG00010000069,,protein_coding
ENSGALT00010000115,ENSGALG00010000070,,lncRNA
ENSGALT00010000116,ENSGALG00010000070,,lncRNA
ENSGALT00010000117,ENSGALG00010000070,,lncRNA
ENSGALT00010000118,ENSGALG00010000071,,protein_coding
ENSGALT00010000119,ENSGALG00010000070,,lncRNA
ENSGALT00010000120,ENSGALG00010000071,,protein_coding
ENSGALT00010000121,ENSGALG00010000072,,lncRNA
ENSGALT00010000122,ENSGALG00010000072,,lncRNA
ENSGALT00010000123,ENSGALG00010000072,,lncRNA
ENSGALT00010000124,ENSGALG00010000072,,lncRNA
ENSGALT00010000125,ENSGALG00010000073,,lncRNA
ENSGALT00010000126,ENSGALG00010000074,,lncRNA
ENSGALT00010000127,ENSGALG00010000074,,lncRNA
ENSGALT00010000128,ENSGALG00010000074,,lncRNA
ENSGALT00010000129,ENSGALG00010000075,,protein_coding
ENSGALT00010000130,ENSGALG00010000076,,protein_coding
ENSGALT00010000131,ENSGALG00010000077,,lncRNA
ENSGALT00010000132,ENSGALG00010000077,,lncRNA
ENSGALT00010000133,ENSGALG00010000078,,protein_coding
ENSGALT00010000134,ENSGALG00010000078,,protein_coding
ENSGALT00010000135,ENSGALG00010000078,,protein_coding
ENSGALT00010000136,ENSGALG00010000079,,protein_coding
ENSGALT00010000137,ENSGALG00010000080,,protein_coding
ENSGALT00010000138,ENSGALG00010000081,ALDOA,protein_coding
ENSGALT00010000139,ENSGALG00010000081,ALDOA,protein_coding
ENSGALT00010000140,ENSGALG00010000081,ALDOA,protein_coding
ENSGALT00010000141,ENSGALG00010000082,,protein_coding
ENSGALT00010000142,ENSGALG00010000083,,protein_coding
ENSGALT00010000143,ENSGALG00010000084,TLCD3B,protein_coding
ENSGALT00010000144,ENSGALG00010000084,TLCD3B,protein_coding
ENSGALT00010000145,ENSGALG00010000085,PIP4P1,protein_coding
ENSGALT00010000146,ENSGALG00010000084,TLCD3B,protein_coding
ENSGALT00010000147,ENSGALG00010000085,PIP4P1,protein_coding
ENSGALT00010000148,ENSGALG00010000085,PIP4P1,protein_coding
ENSGALT00010000149,ENSGALG00010000084,TLCD3B,protein_coding
ENSGALT00010000150,ENSGALG00010000086,,lncRNA
ENSGALT00010000151,ENSGALG00010000086,,lncRNA
ENSGALT00010000152,ENSGALG00010000087,,lncRNA
ENSGALT00010000153,ENSGALG00010000088,,protein_coding
ENSGALT00010000154,ENSGALG00010000089,,protein_coding
ENSGALT00010000155,ENSGALG00010000090,,lncRNA
ENSGALT00010000156,ENSGALG00010000090,,lncRNA
ENSGALT00010000157,ENSGALG00010000091,,protein_coding
ENSGALT00010000158,ENSGALG00010000093,,protein_coding
ENSGALT00010000159,ENSGALG00010000094,,lncRNA
ENSGALT00010000160,ENSGALG00010000092,INPPL1,protein_coding
ENSGALT00010000161,ENSGALG00010000095,,lncRNA
ENSGALT00010000162,ENSGALG00010000095,,lncRNA
ENSGALT00010000163,ENSGALG00010000096,,lncRNA
ENSGALT00010000164,ENSGALG00010000092,INPPL1,protein_coding
ENSGALT00010000165,ENSGALG00010000097,,lncRNA
ENSGALT00010000166,ENSGALG00010000092,INPPL1,protein_coding
ENSGALT00010000167,ENSGALG00010000099,,lncRNA
ENSGALT00010000168,ENSGALG00010000099,,lncRNA
ENSGALT00010000169,ENSGALG00010000099,,lncRNA
ENSGALT00010000170,ENSGALG00010000099,,lncRNA
ENSGALT00010000171,ENSGALG00010000099,,lncRNA
ENSGALT00010000172,ENSGALG00010000099,,lncRNA
ENSGALT00010000173,ENSGALG00010000099,,lncRNA
ENSGALT00010000174,ENSGALG00010000100,,lncRNA
ENSGALT00010000175,ENSGALG00010000098,,protein_coding
ENSGALT00010000176,ENSGALG00010000098,,protein_coding
ENSGALT00010000177,ENSGALG00010000098,,protein_coding
ENSGALT00010000178,ENSGALG00010000101,,protein_coding
ENSGALT00010000179,ENSGALG00010000102,,lncRNA
ENSGALT00010000180,ENSGALG00010000103,,lncRNA
ENSGALT00010000181,ENSGALG00010000103,,lncRNA
ENSGALT00010000182,ENSGALG00010000104,,lncRNA
ENSGALT00010000183,ENSGALG00010000103,,lncRNA
ENSGALT00010000184,ENSGALG00010000104,,lncRNA
ENSGALT00010000185,ENSGALG00010000104,,lncRNA
ENSGALT00010000186,ENSGALG00010000103,,lncRNA
ENSGALT00010000187,ENSGALG00010000104,,lncRNA
ENSGALT00010000188,ENSGALG00010000106,,protein_coding
ENSGALT00010000189,ENSGALG00010000105,CACNA1F,protein_coding
ENSGALT00010000190,ENSGALG00010000107,,protein_coding
ENSGALT00010000191,ENSGALG00010000109,,lncRNA
ENSGALT00010000192,ENSGALG00010000108,,lncRNA
ENSGALT00010000193,ENSGALG00010000110,,lncRNA
ENSGALT00010000194,ENSGALG00010000111,,protein_coding
ENSGALT00010000195,ENSGALG00010000108,,lncRNA
ENSGALT00010000196,ENSGALG00010000108,,lncRNA
ENSGALT00010000197,ENSGALG00010000112,,lncRNA
ENSGALT00010000198,ENSGALG00010000112,,lncRNA
ENSGALT00010000199,ENSGALG00010000113,,lncRNA
ENSGALT00010000200,ENSGALG00010000112,,lncRNA
ENSGALT00010000201,ENSGALG00010000112,,lncRNA
ENSGALT00010000202,ENSGALG00010000114,,lncRNA
ENSGALT00010000203,ENSGALG00010000115,,lncRNA
ENSGALT00010000204,ENSGALG00010000114,,lncRNA
ENSGALT00010000205,ENSGALG00010000116,,lncRNA
ENSGALT00010000206,ENSGALG00010000117,,lncRNA
ENSGALT00010000207,ENSGALG00010000117,,lncRNA
ENSGALT00010000208,ENSGALG00010000118,,protein_coding
ENSGALT00010000209,ENSGALG00010000119,,lncRNA
ENSGALT00010000210,ENSGALG00010000119,,lncRNA
ENSGALT00010000211,ENSGALG00010000120,,lncRNA
ENSGALT00010000212,ENSGALG00010000121,,protein_coding
ENSGALT00010000213,ENSGALG00010000122,,lncRNA
ENSGALT00010000214,ENSGALG00010000121,,protein_coding
ENSGALT00010000215,ENSGALG00010000122,,lncRNA
ENSGALT00010000216,ENSGALG00010000122,,lncRNA
ENSGALT00010000217,ENSGALG00010000123,,protein_coding
ENSGALT00010000218,ENSGALG00010000122,,lncRNA
ENSGALT00010000219,ENSGALG00010000122,,lncRNA
ENSGALT00010000220,ENSGALG00010000124,MRPS24,protein_coding
ENSGALT00010000221,ENSGALG00010000124,MRPS24,protein_coding
ENSGALT00010000222,ENSGALG00010000124,MRPS24,protein_coding
ENSGALT00010000223,ENSGALG00010000125,,protein_coding
ENSGALT00010000224,ENSGALG00010000126,,protein_coding
ENSGALT00010000225,ENSGALG00010000127,PPT2,protein_coding
ENSGALT00010000226,ENSGALG00010000128,,lncRNA
ENSGALT00010000227,ENSGALG00010000127,PPT2,protein_coding
ENSGALT00010000228,ENSGALG00010000128,,lncRNA
ENSGALT00010000229,ENSGALG00010000129,,lncRNA
ENSGALT00010000230,ENSGALG00010000129,,lncRNA
ENSGALT00010000231,ENSGALG00010000129,,lncRNA
ENSGALT00010000232,ENSGALG00010000129,,lncRNA
ENSGALT00010000233,ENSGALG00010000130,,lncRNA
ENSGALT00010000234,ENSGALG00010000130,,lncRNA
ENSGALT00010000235,ENSGALG00010000131,MRPS24,protein_coding
ENSGALT00010000236,ENSGALG00010000130,,lncRNA
ENSGALT00010000237,ENSGALG00010000132,,lncRNA
ENSGALT00010000238,ENSGALG00010000132,,lncRNA
ENSGALT00010000239,ENSGALG00010000133,USP39,protein_coding
ENSGALT00010000240,ENSGALG00010000132,,lncRNA
ENSGALT00010000241,ENSGALG00010000132,,lncRNA
ENSGALT00010000242,ENSGALG00010000132,,lncRNA
ENSGALT00010000243,ENSGALG00010000134,IKBKG,protein_coding
ENSGALT00010000244,ENSGALG00010000135,,lncRNA
ENSGALT00010000245,ENSGALG00010000135,,lncRNA
ENSGALT00010000246,ENSGALG00010000135,,lncRNA
ENSGALT00010000247,ENSGALG00010000135,,lncRNA
ENSGALT00010000248,ENSGALG00010000135,,lncRNA
ENSGALT00010000249,ENSGALG00010000135,,lncRNA
ENSGALT00010000250,ENSGALG00010000135,,lncRNA
ENSGALT00010000251,ENSGALG00010000135,,lncRNA
ENSGALT00010000252,ENSGALG00010000135,,lncRNA
ENSGALT00010000253,ENSGALG00010000135,,lncRNA
ENSGALT00010000254,ENSGALG00010000136,,lncRNA
ENSGALT00010000255,ENSGALG00010000136,,lncRNA
ENSGALT00010000256,ENSGALG00010000136,,lncRNA
ENSGALT00010000257,ENSGALG00010000136,,lncRNA
ENSGALT00010000258,ENSGALG00010000136,,lncRNA
ENSGALT00010000259,ENSGALG00010000137,,protein_coding
ENSGALT00010000260,ENSGALG00010000137,,protein_coding
ENSGALT00010000261,ENSGALG00010000138,,protein_coding
ENSGALT00010000262,ENSGALG00010000139,gga-mir-12293,miRNA
ENSGALT00010000263,ENSGALG00010000141,,protein_coding
ENSGALT00010000264,ENSGALG00010000140,SEPHS3,protein_coding
ENSGALT00010000265,ENSGALG00010000142,,protein_coding
ENSGALT00010000266,ENSGALG00010000141,,protein_coding
ENSGALT00010000267,ENSGALG00010000140,SEPHS3,protein_coding
ENSGALT00010000268,ENSGALG00010000141,,protein_coding
ENSGALT00010000269,ENSGALG00010000140,SEPHS3,protein_coding
ENSGALT00010000270,ENSGALG00010000141,,protein_coding
ENSGALT00010000271,ENSGALG00010000143,SCARF2,protein_coding
ENSGALT00010000272,ENSGALG00010000144,,protein_coding
ENSGALT00010000273,ENSGALG00010000143,SCARF2,protein_coding
ENSGALT00010000274,ENSGALG00010000141,,protein_coding
ENSGALT00010000275,ENSGALG00010000141,,protein_coding
ENSGALT00010000276,ENSGALG00010000145,PRODH,protein_coding
ENSGALT00010000277,ENSGALG00010000146,ACADM,protein_coding
ENSGALT00010000278,ENSGALG00010000147,,protein_coding
ENSGALT00010000279,ENSGALG00010000147,,protein_coding
ENSGALT00010000280,ENSGALG00010000148,,protein_coding
ENSGALT00010000281,ENSGALG00010000147,,protein_coding
ENSGALT00010000282,ENSGALG00010000149,,protein_coding
ENSGALT00010000283,ENSGALG00010000149,,protein_coding
ENSGALT00010000284,ENSGALG00010000150,B3GAT3,protein_coding
ENSGALT00010000285,ENSGALG00010000151,TBX5,protein_coding
ENSGALT00010000286,ENSGALG00010000152,PRODH2,protein_coding
ENSGALT00010000287,ENSGALG00010000151,TBX5,protein_coding
ENSGALT00010000288,ENSGALG00010000154,,protein_coding
ENSGALT00010000289,ENSGALG00010000153,NF2,protein_coding
ENSGALT00010000290,ENSGALG00010000154,,protein_coding
ENSGALT00010000291,ENSGALG00010000154,,protein_coding
ENSGALT00010000292,ENSGALG00010000154,,protein_coding
ENSGALT00010000293,ENSGALG00010000154,,protein_coding
ENSGALT00010000294,ENSGALG00010000155,MAZ,protein_coding
ENSGALT00010000295,ENSGALG00010000154,,protein_coding
ENSGALT00010000296,ENSGALG00010000154,,protein_coding
ENSGALT00010000297,ENSGALG00010000156,,protein_coding
ENSGALT00010000298,ENSGALG00010000157,,protein_coding
ENSGALT00010000299,ENSGALG00010000157,,protein_coding
ENSGALT00010000300,ENSGALG00010000158,,pseudogene
ENSGALT00010000301,ENSGALG00010000159,,protein_coding
ENSGALT00010000302,ENSGALG00010000160,,lncRNA
ENSGALT00010000303,ENSGALG00010000160,,lncRNA
ENSGALT00010000304,ENSGALG00010000160,,lncRNA
ENSGALT00010000305,ENSGALG00010000160,,lncRNA
ENSGALT00010000306,ENSGALG00010000160,,lncRNA
ENSGALT00010000307,ENSGALG00010000160,,lncRNA
ENSGALT00010000308,ENSGALG00010000160,,lncRNA
ENSGALT00010000309,ENSGALG00010000160,,lncRNA
ENSGALT00010000310,ENSGALG00010000161,CDC42EP2,protein_coding
ENSGALT00010000311,ENSGALG00010000162,,lncRNA
ENSGALT00010000312,ENSGALG00010000161,CDC42EP2,protein_coding
ENSGALT00010000313,ENSGALG00010000163,,lncRNA
ENSGALT00010000314,ENSGALG00010000161,CDC42EP2,protein_coding
ENSGALT00010000315,ENSGALG00010000164,,lncRNA
ENSGALT00010000316,ENSGALG00010000164,,lncRNA
ENSGALT00010000317,ENSGALG00010000164,,lncRNA
ENSGALT00010000318,ENSGALG00010000164,,lncRNA
ENSGALT00010000319,ENSGALG00010000161,CDC42EP2,protein_coding
ENSGALT00010000320,ENSGALG00010000166,PFDN6,protein_coding
ENSGALT00010000321,ENSGALG00010000167,faf,protein_coding
ENSGALT00010000322,ENSGALG00010000166,PFDN6,protein_coding
ENSGALT00010000323,ENSGALG00010000165,,lncRNA
ENSGALT00010000324,ENSGALG00010000165,,lncRNA
ENSGALT00010000325,ENSGALG00010000165,,lncRNA
ENSGALT00010000326,ENSGALG00010000165,,lncRNA
ENSGALT00010000327,ENSGALG00010000165,,lncRNA
ENSGALT00010000328,ENSGALG00010000168,,lncRNA
ENSGALT00010000329,ENSGALG00010000168,,lncRNA
ENSGALT00010000330,ENSGALG00010000169,,lncRNA
ENSGALT00010000331,ENSGALG00010000170,,lncRNA
ENSGALT00010000332,ENSGALG00010000170,,lncRNA
ENSGALT00010000333,ENSGALG00010000171,DPF2,protein_coding
ENSGALT00010000334,ENSGALG00010000173,NIPSNAP1,protein_coding
ENSGALT00010000335,ENSGALG00010000174,,protein_coding
ENSGALT00010000336,ENSGALG00010000172,,protein_coding
ENSGALT00010000337,ENSGALG00010000171,DPF2,protein_coding
ENSGALT00010000338,ENSGALG00010000174,,protein_coding
ENSGALT00010000339,ENSGALG00010000173,NIPSNAP1,protein_coding
ENSGALT00010000340,ENSGALG00010000174,,protein_coding
ENSGALT00010000341,ENSGALG00010000173,NIPSNAP1,protein_coding
ENSGALT00010000342,ENSGALG00010000174,,protein_coding
ENSGALT00010000343,ENSGALG00010000173,NIPSNAP1,protein_coding
ENSGALT00010000344,ENSGALG00010000173,NIPSNAP1,protein_coding
ENSGALT00010000345,ENSGALG00010000175,,protein_coding
ENSGALT00010000346,ENSGALG00010000177,,protein_coding
ENSGALT00010000347,ENSGALG00010000176,,protein_coding
ENSGALT00010000348,ENSGALG00010000178,,protein_coding
ENSGALT00010000349,ENSGALG00010000179,,lncRNA
ENSGALT00010000350,ENSGALG00010000179,,lncRNA
ENSGALT00010000351,ENSGALG00010000181,,lncRNA
ENSGALT00010000352,ENSGALG00010000180,,protein_coding
ENSGALT00010000353,ENSGALG00010000182,,lncRNA
ENSGALT00010000354,ENSGALG00010000180,,protein_coding
ENSGALT00010000355,ENSGALG00010000183,,lncRNA
ENSGALT00010000356,ENSGALG00010000183,,lncRNA
ENSGALT00010000357,ENSGALG00010000183,,lncRNA
ENSGALT00010000358,ENSGALG00010000185,,protein_coding
ENSGALT00010000359,ENSGALG00010000183,,lncRNA
ENSGALT00010000360,ENSGALG00010000183,,lncRNA
ENSGALT00010000361,ENSGALG00010000184,,protein_coding
ENSGALT00010000362,ENSGALG00010000187,,lncRNA
ENSGALT00010000363,ENSGALG00010000187,,lncRNA
ENSGALT00010000364,ENSGALG00010000187,,lncRNA
ENSGALT00010000365,ENSGALG00010000188,,protein_coding
ENSGALT00010000366,ENSGALG00010000187,,lncRNA
ENSGALT00010000367,ENSGALG00010000187,,lncRNA
ENSGALT00010000368,ENSGALG00010000186,THOC5,protein_coding
ENSGALT00010000369,ENSGALG00010000186,THOC5,protein_coding
ENSGALT00010000370,ENSGALG00010000186,THOC5,protein_coding
ENSGALT00010000371,ENSGALG00010000190,,protein_coding
ENSGALT00010000372,ENSGALG00010000191,NEFH,protein_coding
ENSGALT00010000373,ENSGALG00010000193,,lncRNA
ENSGALT00010000374,ENSGALG00010000189,,protein_coding
ENSGALT00010000375,ENSGALG00010000192,,protein_coding
ENSGALT00010000376,ENSGALG00010000193,,lncRNA
ENSGALT00010000377,ENSGALG00010000189,,protein_coding
ENSGALT00010000378,ENSGALG00010000189,,protein_coding
ENSGALT00010000379,ENSGALG00010000194,,lncRNA
ENSGALT00010000380,ENSGALG00010000194,,lncRNA
ENSGALT00010000381,ENSGALG00010000194,,lncRNA
ENSGALT00010000382,ENSGALG00010000194,,lncRNA
ENSGALT00010000383,ENSGALG00010000195,,lncRNA
ENSGALT00010000384,ENSGALG00010000195,,lncRNA
ENSGALT00010000385,ENSGALG00010000195,,lncRNA
ENSGALT00010000386,ENSGALG00010000195,,lncRNA
ENSGALT00010000387,ENSGALG00010000195,,lncRNA
ENSGALT00010000388,ENSGALG00010000196,KSR2,protein_coding
ENSGALT00010000389,ENSGALG00010000196,KSR2,protein_coding
ENSGALT00010000390,ENSGALG00010000197,,protein_coding
ENSGALT00010000391,ENSGALG00010000197,,protein_coding
ENSGALT00010000392,ENSGALG00010000198,,protein_coding
ENSGALT00010000393,ENSGALG00010000199,,lncRNA
ENSGALT00010000394,ENSGALG00010000200,GAL3ST1,protein_coding
ENSGALT00010000395,ENSGALG00010000200,GAL3ST1,protein_coding
ENSGALT00010000396,ENSGALG00010000201,,protein_coding
ENSGALT00010000397,ENSGALG00010000202,SEC14L2,protein_coding
ENSGALT00010000398,ENSGALG00010000202,SEC14L2,protein_coding
ENSGALT00010000399,ENSGALG00010000203,,protein_coding
ENSGALT00010000400,ENSGALG00010000204,,protein_coding
ENSGALT00010000401,ENSGALG00010000205,RNF215,protein_coding
ENSGALT00010000402,ENSGALG00010000205,RNF215,protein_coding
ENSGALT00010000403,ENSGALG00010000206,,protein_coding
ENSGALT00010000404,ENSGALG00010000206,,protein_coding
ENSGALT00010000405,ENSGALG00010000207,,lncRNA
ENSGALT00010000406,ENSGALG00010000208,,lncRNA
ENSGALT00010000407,ENSGALG00010000208,,lncRNA
ENSGALT00010000408,ENSGALG00010000208,,lncRNA
ENSGALT00010000409,ENSGALG00010000209,,lncRNA
ENSGALT00010000410,ENSGALG00010000209,,lncRNA
ENSGALT00010000411,ENSGALG00010000209,,lncRNA
ENSGALT00010000412,ENSGALG00010000210,CCDC157,protein_coding
ENSGALT00010000413,ENSGALG00010000210,CCDC157,protein_coding
ENSGALT00010000414,ENSGALG00010000211,,protein_coding
ENSGALT00010000415,ENSGALG00010000212,,lncRNA
ENSGALT00010000416,ENSGALG00010000212,,lncRNA
ENSGALT00010000417,ENSGALG00010000213,,protein_coding
ENSGALT00010000418,ENSGALG00010000214,,lncRNA
ENSGALT00010000419,ENSGALG00010000214,,lncRNA
ENSGALT00010000420,ENSGALG00010000214,,lncRNA
ENSGALT00010000421,ENSGALG00010000214,,lncRNA
ENSGALT00010000422,ENSGALG00010000214,,lncRNA
ENSGALT00010000423,ENSGALG00010000216,,lncRNA
ENSGALT00010000424,ENSGALG00010000216,,lncRNA
ENSGALT00010000425,ENSGALG00010000216,,lncRNA
ENSGALT00010000426,ENSGALG00010000216,,lncRNA
ENSGALT00010000427,ENSGALG00010000217,,lncRNA
ENSGALT00010000428,ENSGALG00010000215,SF3A1,protein_coding
ENSGALT00010000429,ENSGALG00010000217,,lncRNA
ENSGALT00010000430,ENSGALG00010000217,,lncRNA
ENSGALT00010000431,ENSGALG00010000215,SF3A1,protein_coding
ENSGALT00010000432,ENSGALG00010000218,,lncRNA
ENSGALT00010000433,ENSGALG00010000218,,lncRNA
ENSGALT00010000434,ENSGALG00010000215,SF3A1,protein_coding
ENSGALT00010000435,ENSGALG00010000219,,lncRNA
ENSGALT00010000436,ENSGALG00010000219,,lncRNA
ENSGALT00010000437,ENSGALG00010000219,,lncRNA
ENSGALT00010000438,ENSGALG00010000219,,lncRNA
ENSGALT00010000439,ENSGALG00010000219,,lncRNA
ENSGALT00010000440,ENSGALG00010000220,,lncRNA
ENSGALT00010000441,ENSGALG00010000220,,lncRNA
ENSGALT00010000442,ENSGALG00010000220,,lncRNA
ENSGALT00010000443,ENSGALG00010000220,,lncRNA
ENSGALT00010000444,ENSGALG00010000220,,lncRNA
ENSGALT00010000445,ENSGALG00010000221,TBC1D10A,protein_coding
ENSGALT00010000446,ENSGALG00010000221,TBC1D10A,protein_coding
ENSGALT00010000447,ENSGALG00010000222,,lncRNA
ENSGALT00010000448,ENSGALG00010000222,,lncRNA
ENSGALT00010000449,ENSGALG00010000223,GATSL3,protein_coding
ENSGALT00010000450,ENSGALG00010000224,MYBPC2,protein_coding
ENSGALT00010000451,ENSGALG00010000224,MYBPC2,protein_coding
ENSGALT00010000452,ENSGALG00010000224,MYBPC2,protein_coding
ENSGALT00010000453,ENSGALG00010000225,LIF,protein_coding
