qseqid,sseqid,gene_id,gene_name,is_intron,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,gene_biotype
id_204,FBtr0073420,FBgn0285926,Imp,NA,100,52,0,0,1,52,823,874,4.61e-22,103,protein_coding
id_204,FBtr0305150,FBgn0285926,Imp,NA,100,52,0,0,1,52,1722,1773,4.61e-22,103,protein_coding
id_204,FBtr0305149,FBgn0285926,Imp,NA,100,52,0,0,1,52,970,1021,4.61e-22,103,protein_coding
id_204,FBtr0073415,FBgn0285926,Imp,NA,100,52,0,0,1,52,1548,1599,4.61e-22,103,protein_coding
id_204,FBtr0301409,FBgn0285926,Imp,NA,100,52,0,0,1,52,1444,1495,4.61e-22,103,protein_coding
id_204,FBtr0073416,FBgn0285926,Imp,NA,100,52,0,0,1,52,1083,1134,4.61e-22,103,protein_coding
id_204,FBtr0073414,FBgn0285926,Imp,NA,100,52,0,0,1,52,1440,1491,4.61e-22,103,protein_coding
id_204,FBtr0073413,FBgn0285926,Imp,NA,100,52,0,0,1,52,1444,1495,4.61e-22,103,protein_coding
id_204,FBtr0346315,FBgn0285926,Imp,NA,100,52,0,0,1,52,1326,1377,4.61e-22,103,protein_coding
id_204,FBtr0073418,FBgn0285926,Imp,NA,100,52,0,0,1,52,796,847,4.61e-22,103,protein_coding
id_204,FBtr0073419,FBgn0285926,Imp,NA,100,52,0,0,1,52,602,653,4.61e-22,103,protein_coding
id_204,FBtr0073417,FBgn0285926,Imp,NA,100,52,0,0,1,52,1234,1285,4.61e-22,103,protein_coding
id_205,FBtr0073420,FBgn0285926,Imp,NA,100,52,0,0,1,52,824,875,4.61e-22,103,protein_coding
id_205,FBtr0305150,FBgn0285926,Imp,NA,100,52,0,0,1,52,1723,1774,4.61e-22,103,protein_coding
id_205,FBtr0305149,FBgn0285926,Imp,NA,100,52,0,0,1,52,971,1022,4.61e-22,103,protein_coding
id_205,FBtr0073415,FBgn0285926,Imp,NA,100,52,0,0,1,52,1549,1600,4.61e-22,103,protein_coding
id_205,FBtr0301409,FBgn0285926,Imp,NA,100,52,0,0,1,52,1445,1496,4.61e-22,103,protein_coding
id_205,FBtr0073416,FBgn0285926,Imp,NA,100,52,0,0,1,52,1084,1135,4.61e-22,103,protein_coding
id_205,FBtr0073414,FBgn0285926,Imp,NA,100,52,0,0,1,52,1441,1492,4.61e-22,103,protein_coding
id_205,FBtr0073413,FBgn0285926,Imp,NA,100,52,0,0,1,52,1445,1496,4.61e-22,103,protein_coding
id_205,FBtr0346315,FBgn0285926,Imp,NA,100,52,0,0,1,52,1327,1378,4.61e-22,103,protein_coding
id_205,FBtr0073418,FBgn0285926,Imp,NA,100,52,0,0,1,52,797,848,4.61e-22,103,protein_coding
id_205,FBtr0073419,FBgn0285926,Imp,NA,100,52,0,0,1,52,603,654,4.61e-22,103,protein_coding
id_205,FBtr0073417,FBgn0285926,Imp,NA,100,52,0,0,1,52,1235,1286,4.61e-22,103,protein_coding
id_211,FBtr0073420,FBgn0285926,Imp,NA,100,52,0,0,1,52,830,881,4.61e-22,103,protein_coding
id_211,FBtr0305150,FBgn0285926,Imp,NA,100,52,0,0,1,52,1729,1780,4.61e-22,103,protein_coding
id_211,FBtr0305149,FBgn0285926,Imp,NA,100,52,0,0,1,52,977,1028,4.61e-22,103,protein_coding
id_211,FBtr0073415,FBgn0285926,Imp,NA,100,52,0,0,1,52,1555,1606,4.61e-22,103,protein_coding
id_211,FBtr0301409,FBgn0285926,Imp,NA,100,52,0,0,1,52,1451,1502,4.61e-22,103,protein_coding
id_211,FBtr0073416,FBgn0285926,Imp,NA,100,52,0,0,1,52,1090,1141,4.61e-22,103,protein_coding
id_211,FBtr0073414,FBgn0285926,Imp,NA,100,52,0,0,1,52,1447,1498,4.61e-22,103,protein_coding
id_211,FBtr0073413,FBgn0285926,Imp,NA,100,52,0,0,1,52,1451,1502,4.61e-22,103,protein_coding
id_211,FBtr0346315,FBgn0285926,Imp,NA,100,52,0,0,1,52,1333,1384,4.61e-22,103,protein_coding
id_211,FBtr0073418,FBgn0285926,Imp,NA,100,52,0,0,1,52,803,854,4.61e-22,103,protein_coding
id_211,FBtr0073419,FBgn0285926,Imp,NA,100,52,0,0,1,52,609,660,4.61e-22,103,protein_coding
id_211,FBtr0073417,FBgn0285926,Imp,NA,100,52,0,0,1,52,1241,1292,4.61e-22,103,protein_coding
id_212,FBtr0073420,FBgn0285926,Imp,NA,100,52,0,0,1,52,831,882,4.61e-22,103,protein_coding
id_212,FBtr0305150,FBgn0285926,Imp,NA,100,52,0,0,1,52,1730,1781,4.61e-22,103,protein_coding
id_212,FBtr0305149,FBgn0285926,Imp,NA,100,52,0,0,1,52,978,1029,4.61e-22,103,protein_coding
id_212,FBtr0073415,FBgn0285926,Imp,NA,100,52,0,0,1,52,1556,1607,4.61e-22,103,protein_coding
id_212,FBtr0301409,FBgn0285926,Imp,NA,100,52,0,0,1,52,1452,1503,4.61e-22,103,protein_coding
id_212,FBtr0073416,FBgn0285926,Imp,NA,100,52,0,0,1,52,1091,1142,4.61e-22,103,protein_coding
id_212,FBtr0073414,FBgn0285926,Imp,NA,100,52,0,0,1,52,1448,1499,4.61e-22,103,protein_coding
id_212,FBtr0073413,FBgn0285926,Imp,NA,100,52,0,0,1,52,1452,1503,4.61e-22,103,protein_coding
id_212,FBtr0346315,FBgn0285926,Imp,NA,100,52,0,0,1,52,1334,1385,4.61e-22,103,protein_coding
id_212,FBtr0073418,FBgn0285926,Imp,NA,100,52,0,0,1,52,804,855,4.61e-22,103,protein_coding
id_212,FBtr0073419,FBgn0285926,Imp,NA,100,52,0,0,1,52,610,661,4.61e-22,103,protein_coding
id_212,FBtr0073417,FBgn0285926,Imp,NA,100,52,0,0,1,52,1242,1293,4.61e-22,103,protein_coding
id_213,FBtr0073420,FBgn0285926,Imp,NA,100,52,0,0,1,52,832,883,4.61e-22,103,protein_coding
id_213,FBtr0305150,FBgn0285926,Imp,NA,100,52,0,0,1,52,1731,1782,4.61e-22,103,protein_coding
id_213,FBtr0305149,FBgn0285926,Imp,NA,100,52,0,0,1,52,979,1030,4.61e-22,103,protein_coding
id_213,FBtr0073415,FBgn0285926,Imp,NA,100,52,0,0,1,52,1557,1608,4.61e-22,103,protein_coding
id_213,FBtr0301409,FBgn0285926,Imp,NA,100,52,0,0,1,52,1453,1504,4.61e-22,103,protein_coding
id_213,FBtr0073416,FBgn0285926,Imp,NA,100,52,0,0,1,52,1092,1143,4.61e-22,103,protein_coding
id_213,FBtr0073414,FBgn0285926,Imp,NA,100,52,0,0,1,52,1449,1500,4.61e-22,103,protein_coding
id_213,FBtr0073413,FBgn0285926,Imp,NA,100,52,0,0,1,52,1453,1504,4.61e-22,103,protein_coding
id_213,FBtr0346315,FBgn0285926,Imp,NA,100,52,0,0,1,52,1335,1386,4.61e-22,103,protein_coding
id_213,FBtr0073418,FBgn0285926,Imp,NA,100,52,0,0,1,52,805,856,4.61e-22,103,protein_coding
id_213,FBtr0073419,FBgn0285926,Imp,NA,100,52,0,0,1,52,611,662,4.61e-22,103,protein_coding
id_213,FBtr0073417,FBgn0285926,Imp,NA,100,52,0,0,1,52,1243,1294,4.61e-22,103,protein_coding
id_214,FBtr0073420,FBgn0285926,Imp,NA,100,52,0,0,1,52,833,884,4.61e-22,103,protein_coding
id_214,FBtr0305150,FBgn0285926,Imp,NA,100,52,0,0,1,52,1732,1783,4.61e-22,103,protein_coding
id_214,FBtr0305149,FBgn0285926,Imp,NA,100,52,0,0,1,52,980,1031,4.61e-22,103,protein_coding
id_214,FBtr0073415,FBgn0285926,Imp,NA,100,52,0,0,1,52,1558,1609,4.61e-22,103,protein_coding
id_214,FBtr0301409,FBgn0285926,Imp,NA,100,52,0,0,1,52,1454,1505,4.61e-22,103,protein_coding
id_214,FBtr0073416,FBgn0285926,Imp,NA,100,52,0,0,1,52,1093,1144,4.61e-22,103,protein_coding
id_214,FBtr0073414,FBgn0285926,Imp,NA,100,52,0,0,1,52,1450,1501,4.61e-22,103,protein_coding
id_214,FBtr0073413,FBgn0285926,Imp,NA,100,52,0,0,1,52,1454,1505,4.61e-22,103,protein_coding
id_214,FBtr0346315,FBgn0285926,Imp,NA,100,52,0,0,1,52,1336,1387,4.61e-22,103,protein_coding
id_214,FBtr0073418,FBgn0285926,Imp,NA,100,52,0,0,1,52,806,857,4.61e-22,103,protein_coding
id_214,FBtr0073419,FBgn0285926,Imp,NA,100,52,0,0,1,52,612,663,4.61e-22,103,protein_coding
id_214,FBtr0073417,FBgn0285926,Imp,NA,100,52,0,0,1,52,1244,1295,4.61e-22,103,protein_coding
id_215,FBtr0073420,FBgn0285926,Imp,NA,100,52,0,0,1,52,834,885,4.61e-22,103,protein_coding
id_215,FBtr0305150,FBgn0285926,Imp,NA,100,52,0,0,1,52,1733,1784,4.61e-22,103,protein_coding
id_215,FBtr0305149,FBgn0285926,Imp,NA,100,52,0,0,1,52,981,1032,4.61e-22,103,protein_coding
id_215,FBtr0073415,FBgn0285926,Imp,NA,100,52,0,0,1,52,1559,1610,4.61e-22,103,protein_coding
id_215,FBtr0301409,FBgn0285926,Imp,NA,100,52,0,0,1,52,1455,1506,4.61e-22,103,protein_coding
id_215,FBtr0073416,FBgn0285926,Imp,NA,100,52,0,0,1,52,1094,1145,4.61e-22,103,protein_coding
id_215,FBtr0073414,FBgn0285926,Imp,NA,100,52,0,0,1,52,1451,1502,4.61e-22,103,protein_coding
id_215,FBtr0073413,FBgn0285926,Imp,NA,100,52,0,0,1,52,1455,1506,4.61e-22,103,protein_coding
id_215,FBtr0346315,FBgn0285926,Imp,NA,100,52,0,0,1,52,1337,1388,4.61e-22,103,protein_coding
id_215,FBtr0073418,FBgn0285926,Imp,NA,100,52,0,0,1,52,807,858,4.61e-22,103,protein_coding
id_215,FBtr0073419,FBgn0285926,Imp,NA,100,52,0,0,1,52,613,664,4.61e-22,103,protein_coding
id_215,FBtr0073417,FBgn0285926,Imp,NA,100,52,0,0,1,52,1245,1296,4.61e-22,103,protein_coding
id_216,FBtr0073420,FBgn0285926,Imp,NA,100,52,0,0,1,52,835,886,4.61e-22,103,protein_coding
id_216,FBtr0305150,FBgn0285926,Imp,NA,100,52,0,0,1,52,1734,1785,4.61e-22,103,protein_coding
id_216,FBtr0305149,FBgn0285926,Imp,NA,100,52,0,0,1,52,982,1033,4.61e-22,103,protein_coding
id_216,FBtr0073415,FBgn0285926,Imp,NA,100,52,0,0,1,52,1560,1611,4.61e-22,103,protein_coding
id_216,FBtr0301409,FBgn0285926,Imp,NA,100,52,0,0,1,52,1456,1507,4.61e-22,103,protein_coding
id_216,FBtr0073416,FBgn0285926,Imp,NA,100,52,0,0,1,52,1095,1146,4.61e-22,103,protein_coding
id_216,FBtr0073414,FBgn0285926,Imp,NA,100,52,0,0,1,52,1452,1503,4.61e-22,103,protein_coding
id_216,FBtr0073413,FBgn0285926,Imp,NA,100,52,0,0,1,52,1456,1507,4.61e-22,103,protein_coding
id_216,FBtr0346315,FBgn0285926,Imp,NA,100,52,0,0,1,52,1338,1389,4.61e-22,103,protein_coding
id_216,FBtr0073418,FBgn0285926,Imp,NA,100,52,0,0,1,52,808,859,4.61e-22,103,protein_coding
id_216,FBtr0073419,FBgn0285926,Imp,NA,100,52,0,0,1,52,614,665,4.61e-22,103,protein_coding
id_216,FBtr0073417,FBgn0285926,Imp,NA,100,52,0,0,1,52,1246,1297,4.61e-22,103,protein_coding
id_217,FBtr0073420,FBgn0285926,Imp,NA,100,52,0,0,1,52,836,887,4.61e-22,103,protein_coding
id_217,FBtr0305150,FBgn0285926,Imp,NA,100,52,0,0,1,52,1735,1786,4.61e-22,103,protein_coding
id_217,FBtr0305149,FBgn0285926,Imp,NA,100,52,0,0,1,52,983,1034,4.61e-22,103,protein_coding
id_217,FBtr0073415,FBgn0285926,Imp,NA,100,52,0,0,1,52,1561,1612,4.61e-22,103,protein_coding
id_217,FBtr0301409,FBgn0285926,Imp,NA,100,52,0,0,1,52,1457,1508,4.61e-22,103,protein_coding
id_217,FBtr0073416,FBgn0285926,Imp,NA,100,52,0,0,1,52,1096,1147,4.61e-22,103,protein_coding
id_217,FBtr0073414,FBgn0285926,Imp,NA,100,52,0,0,1,52,1453,1504,4.61e-22,103,protein_coding
id_217,FBtr0073413,FBgn0285926,Imp,NA,100,52,0,0,1,52,1457,1508,4.61e-22,103,protein_coding
id_217,FBtr0346315,FBgn0285926,Imp,NA,100,52,0,0,1,52,1339,1390,4.61e-22,103,protein_coding
id_217,FBtr0073418,FBgn0285926,Imp,NA,100,52,0,0,1,52,809,860,4.61e-22,103,protein_coding
id_217,FBtr0073419,FBgn0285926,Imp,NA,100,52,0,0,1,52,615,666,4.61e-22,103,protein_coding
id_217,FBtr0073417,FBgn0285926,Imp,NA,100,52,0,0,1,52,1247,1298,4.61e-22,103,protein_coding
id_218,FBtr0073420,FBgn0285926,Imp,NA,100,52,0,0,1,52,837,888,4.61e-22,103,protein_coding
id_218,FBtr0305150,FBgn0285926,Imp,NA,100,52,0,0,1,52,1736,1787,4.61e-22,103,protein_coding
id_218,FBtr0305149,FBgn0285926,Imp,NA,100,52,0,0,1,52,984,1035,4.61e-22,103,protein_coding
id_218,FBtr0073415,FBgn0285926,Imp,NA,100,52,0,0,1,52,1562,1613,4.61e-22,103,protein_coding
id_218,FBtr0301409,FBgn0285926,Imp,NA,100,52,0,0,1,52,1458,1509,4.61e-22,103,protein_coding
id_218,FBtr0073416,FBgn0285926,Imp,NA,100,52,0,0,1,52,1097,1148,4.61e-22,103,protein_coding
id_218,FBtr0073414,FBgn0285926,Imp,NA,100,52,0,0,1,52,1454,1505,4.61e-22,103,protein_coding
id_218,FBtr0073413,FBgn0285926,Imp,NA,100,52,0,0,1,52,1458,1509,4.61e-22,103,protein_coding
id_218,FBtr0346315,FBgn0285926,Imp,NA,100,52,0,0,1,52,1340,1391,4.61e-22,103,protein_coding
id_218,FBtr0073418,FBgn0285926,Imp,NA,100,52,0,0,1,52,810,861,4.61e-22,103,protein_coding
id_218,FBtr0073419,FBgn0285926,Imp,NA,100,52,0,0,1,52,616,667,4.61e-22,103,protein_coding
id_218,FBtr0073417,FBgn0285926,Imp,NA,100,52,0,0,1,52,1248,1299,4.61e-22,103,protein_coding
id_219,FBtr0073420,FBgn0285926,Imp,NA,100,52,0,0,1,52,838,889,4.61e-22,103,protein_coding
id_219,FBtr0305150,FBgn0285926,Imp,NA,100,52,0,0,1,52,1737,1788,4.61e-22,103,protein_coding
id_219,FBtr0305149,FBgn0285926,Imp,NA,100,52,0,0,1,52,985,1036,4.61e-22,103,protein_coding
id_219,FBtr0073415,FBgn0285926,Imp,NA,100,52,0,0,1,52,1563,1614,4.61e-22,103,protein_coding
id_219,FBtr0301409,FBgn0285926,Imp,NA,100,52,0,0,1,52,1459,1510,4.61e-22,103,protein_coding
id_219,FBtr0073416,FBgn0285926,Imp,NA,100,52,0,0,1,52,1098,1149,4.61e-22,103,protein_coding
id_219,FBtr0073414,FBgn0285926,Imp,NA,100,52,0,0,1,52,1455,1506,4.61e-22,103,protein_coding
id_219,FBtr0073413,FBgn0285926,Imp,NA,100,52,0,0,1,52,1459,1510,4.61e-22,103,protein_coding
id_219,FBtr0346315,FBgn0285926,Imp,NA,100,52,0,0,1,52,1341,1392,4.61e-22,103,protein_coding
id_219,FBtr0073418,FBgn0285926,Imp,NA,100,52,0,0,1,52,811,862,4.61e-22,103,protein_coding
id_219,FBtr0073419,FBgn0285926,Imp,NA,100,52,0,0,1,52,617,668,4.61e-22,103,protein_coding
id_219,FBtr0073417,FBgn0285926,Imp,NA,100,52,0,0,1,52,1249,1300,4.61e-22,103,protein_coding
id_220,FBtr0073420,FBgn0285926,Imp,NA,100,52,0,0,1,52,839,890,4.61e-22,103,protein_coding
id_220,FBtr0305150,FBgn0285926,Imp,NA,100,52,0,0,1,52,1738,1789,4.61e-22,103,protein_coding
id_220,FBtr0305149,FBgn0285926,Imp,NA,100,52,0,0,1,52,986,1037,4.61e-22,103,protein_coding
id_220,FBtr0073415,FBgn0285926,Imp,NA,100,52,0,0,1,52,1564,1615,4.61e-22,103,protein_coding
id_220,FBtr0301409,FBgn0285926,Imp,NA,100,52,0,0,1,52,1460,1511,4.61e-22,103,protein_coding
id_220,FBtr0073416,FBgn0285926,Imp,NA,100,52,0,0,1,52,1099,1150,4.61e-22,103,protein_coding
id_220,FBtr0073414,FBgn0285926,Imp,NA,100,52,0,0,1,52,1456,1507,4.61e-22,103,protein_coding
id_220,FBtr0073413,FBgn0285926,Imp,NA,100,52,0,0,1,52,1460,1511,4.61e-22,103,protein_coding
id_220,FBtr0346315,FBgn0285926,Imp,NA,100,52,0,0,1,52,1342,1393,4.61e-22,103,protein_coding
id_220,FBtr0073418,FBgn0285926,Imp,NA,100,52,0,0,1,52,812,863,4.61e-22,103,protein_coding
id_220,FBtr0073419,FBgn0285926,Imp,NA,100,52,0,0,1,52,618,669,4.61e-22,103,protein_coding
id_220,FBtr0073417,FBgn0285926,Imp,NA,100,52,0,0,1,52,1250,1301,4.61e-22,103,protein_coding
id_229,FBtr0073420,FBgn0285926,Imp,NA,100,52,0,0,1,52,848,899,4.61e-22,103,protein_coding
id_229,FBtr0305150,FBgn0285926,Imp,NA,100,52,0,0,1,52,1747,1798,4.61e-22,103,protein_coding
id_229,FBtr0305149,FBgn0285926,Imp,NA,100,52,0,0,1,52,995,1046,4.61e-22,103,protein_coding
id_229,FBtr0073415,FBgn0285926,Imp,NA,100,52,0,0,1,52,1573,1624,4.61e-22,103,protein_coding
id_229,FBtr0301409,FBgn0285926,Imp,NA,100,52,0,0,1,52,1469,1520,4.61e-22,103,protein_coding
id_229,FBtr0073416,FBgn0285926,Imp,NA,100,52,0,0,1,52,1108,1159,4.61e-22,103,protein_coding
id_229,FBtr0073414,FBgn0285926,Imp,NA,100,52,0,0,1,52,1465,1516,4.61e-22,103,protein_coding
id_229,FBtr0073413,FBgn0285926,Imp,NA,100,52,0,0,1,52,1469,1520,4.61e-22,103,protein_coding
id_229,FBtr0346315,FBgn0285926,Imp,NA,100,52,0,0,1,52,1351,1402,4.61e-22,103,protein_coding
id_229,FBtr0073418,FBgn0285926,Imp,NA,100,52,0,0,1,52,821,872,4.61e-22,103,protein_coding
id_229,FBtr0073419,FBgn0285926,Imp,NA,100,52,0,0,1,52,627,678,4.61e-22,103,protein_coding
id_229,FBtr0073417,FBgn0285926,Imp,NA,100,52,0,0,1,52,1259,1310,4.61e-22,103,protein_coding
id_229,FBtr0304920,FBgn0085413,CG34384,NA,100,17,0,0,33,49,2278,2294,0.35,34.2,protein_coding
id_229,FBtr0304919,FBgn0085413,CG34384,NA,100,17,0,0,33,49,2278,2294,0.35,34.2,protein_coding
id_229,FBtr0112625,FBgn0085413,CG34384,NA,100,17,0,0,33,49,2278,2294,0.35,34.2,protein_coding
id_229,FBtr0302036,FBgn0085413,CG34384,NA,100,17,0,0,33,49,1240,1256,0.35,34.2,protein_coding
id_229,FBtr0344342,FBgn0085413,CG34384,NA,100,17,0,0,33,49,2278,2294,0.35,34.2,protein_coding
id_229,FBtr0304918,FBgn0085413,CG34384,NA,100,17,0,0,33,49,2278,2294,0.35,34.2,protein_coding
id_229,FBtr0088222,FBgn0033549,mms4,NA,100,16,0,0,37,52,833,818,1.4,32.2,protein_coding
id_230,FBtr0073420,FBgn0285926,Imp,NA,100,52,0,0,1,52,849,900,4.61e-22,103,protein_coding
id_230,FBtr0305150,FBgn0285926,Imp,NA,100,52,0,0,1,52,1748,1799,4.61e-22,103,protein_coding
id_230,FBtr0305149,FBgn0285926,Imp,NA,100,52,0,0,1,52,996,1047,4.61e-22,103,protein_coding
id_230,FBtr0073415,FBgn0285926,Imp,NA,100,52,0,0,1,52,1574,1625,4.61e-22,103,protein_coding
id_230,FBtr0301409,FBgn0285926,Imp,NA,100,52,0,0,1,52,1470,1521,4.61e-22,103,protein_coding
id_230,FBtr0073416,FBgn0285926,Imp,NA,100,52,0,0,1,52,1109,1160,4.61e-22,103,protein_coding
id_230,FBtr0073414,FBgn0285926,Imp,NA,100,52,0,0,1,52,1466,1517,4.61e-22,103,protein_coding
id_230,FBtr0073413,FBgn0285926,Imp,NA,100,52,0,0,1,52,1470,1521,4.61e-22,103,protein_coding
id_230,FBtr0346315,FBgn0285926,Imp,NA,100,52,0,0,1,52,1352,1403,4.61e-22,103,protein_coding
id_230,FBtr0073418,FBgn0285926,Imp,NA,100,52,0,0,1,52,822,873,4.61e-22,103,protein_coding
id_230,FBtr0073419,FBgn0285926,Imp,NA,100,52,0,0,1,52,628,679,4.61e-22,103,protein_coding
id_230,FBtr0073417,FBgn0285926,Imp,NA,100,52,0,0,1,52,1260,1311,4.61e-22,103,protein_coding
id_230,FBtr0088222,FBgn0033549,mms4,NA,100,17,0,0,36,52,833,817,0.35,34.2,protein_coding
id_230,FBtr0304920,FBgn0085413,CG34384,NA,100,17,0,0,32,48,2278,2294,0.35,34.2,protein_coding
id_230,FBtr0304919,FBgn0085413,CG34384,NA,100,17,0,0,32,48,2278,2294,0.35,34.2,protein_coding
id_230,FBtr0112625,FBgn0085413,CG34384,NA,100,17,0,0,32,48,2278,2294,0.35,34.2,protein_coding
id_230,FBtr0302036,FBgn0085413,CG34384,NA,100,17,0,0,32,48,1240,1256,0.35,34.2,protein_coding
id_230,FBtr0344342,FBgn0085413,CG34384,NA,100,17,0,0,32,48,2278,2294,0.35,34.2,protein_coding
id_230,FBtr0304918,FBgn0085413,CG34384,NA,100,17,0,0,32,48,2278,2294,0.35,34.2,protein_coding
id_231,FBtr0073420,FBgn0285926,Imp,NA,100,52,0,0,1,52,850,901,4.61e-22,103,protein_coding
id_231,FBtr0305150,FBgn0285926,Imp,NA,100,52,0,0,1,52,1749,1800,4.61e-22,103,protein_coding
id_231,FBtr0305149,FBgn0285926,Imp,NA,100,52,0,0,1,52,997,1048,4.61e-22,103,protein_coding
